;age;job;marital;education;credit_in_default;housing_loan;personal_loan;last_contact_type;last_contact_month;last_contact_day;last_contact_duration;n_contacts_this_campaign;days_since_last_contact;n_contacts_prev_campaign;prev_campaign_outcome;registered
9468;36.0;technician - Agualva-Cacém;single;university.degree;no;yes;no;cellular;jun;mon;287.0;1;999;0;nonexistent;yes
9469;29.0;admin. - Câmara de Lobos;married;high.school;no;yes;no;cellular;jun;mon;263.0;1;999;0;nonexistent;yes
9470;36.0;technician - Chaves;married;university.degree;no;yes;no;cellular;jun;mon;192.0;1;999;0;nonexistent;yes
9471;57.0;retired - Rebordosa;married;professional.course;no;yes;no;cellular;jun;mon;166.0;2;999;0;nonexistent;yes
9472;52.0;admin. - Ílhavo;single;university.degree;no;yes;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9473;28.0;admin. - Agualva-Cacém;single;university.degree;no;no;no;cellular;jun;mon;69.0;1;999;1;failure;yes
9474;32.0;technician - Peso da Régua;married;professional.course;no;unknown;unknown;cellular;jun;mon;210.0;2;999;1;failure;yes
9475;31.0;services - Vila Real;married;basic.9y;no;no;no;cellular;jun;mon;84.0;1;999;0;nonexistent;yes
9476;31.0;services - Santana;married;basic.9y;no;yes;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9477;59.0;retired - Odivelas;married;professional.course;no;yes;yes;cellular;jun;mon;1460.0;1;999;0;nonexistent;yes
9478;32.0;technician - Elvas;single;university.degree;no;no;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9479;33.0;admin. - Gafanha da Nazaré;married;university.degree;no;no;no;cellular;jun;mon;335.0;2;999;0;nonexistent;yes
9480;37.0;admin. - Loures;married;;no;yes;yes;cellular;jun;mon;412.0;2;999;0;nonexistent;yes
9481;45.0;blue-collar - Pinhel;married;basic.9y;no;no;no;cellular;jun;mon;177.0;2;999;0;nonexistent;yes
9482;65.0;retired - Vila Baleira (a.k.a. Porto Santo);married;basic.9y;no;no;no;cellular;jun;mon;579.0;1;999;0;nonexistent;yes
9483;49.0;management - Funchal;married;university.degree;no;yes;no;cellular;jun;mon;339.0;1;999;0;nonexistent;yes
9484;21.0;student - Vila Real;single;;no;yes;no;cellular;jun;mon;202.0;2;999;0;nonexistent;yes
9485;36.0;admin. - Torres Vedras;married;university.degree;no;no;no;cellular;jun;mon;174.0;1;3;1;success;yes
9486;29.0;admin. - Fátima;single;university.degree;no;no;no;cellular;jun;mon;114.0;1;999;0;nonexistent;yes
9487;49.0;management - Alcobaça;married;university.degree;no;no;no;cellular;jun;mon;215.0;2;999;0;nonexistent;yes
9488;45.0;unemployed - Agualva-Cacém;;basic.9y;no;no;no;cellular;jun;mon;232.0;2;999;0;nonexistent;yes
9489;36.0;self-employed - Vila Nova de Famalicão;married;university.degree;no;no;yes;cellular;jun;mon;284.0;1;999;1;failure;yes
9490;32.0;admin. - Santa Maria da Feira;single;university.degree;no;yes;no;cellular;jun;mon;253.0;1;999;0;nonexistent;yes
9491;28.0;student - Estarreja;single;high.school;no;yes;no;cellular;jun;mon;1144.0;2;999;0;nonexistent;yes
9492;32.0;;unknown;basic.9y;no;yes;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9493;26.0;technician - Pinhel;single;professional.course;no;yes;no;cellular;jun;tue;163.0;2;3;1;success;yes
9494;67.0;admin. - Covilhã;married;basic.4y;unknown;no;no;cellular;jun;tue;466.0;1;999;0;nonexistent;yes
9495;33.0;admin. - Rebordosa;single;university.degree;no;yes;no;cellular;jun;tue;257.0;3;999;0;nonexistent;yes
9496;26.0;admin. - Esposende;single;high.school;no;no;no;cellular;jun;tue;479.0;1;999;0;nonexistent;yes
9497;26.0;technician - Valpaços;divorced;university.degree;no;no;no;cellular;jun;tue;437.0;1;999;0;nonexistent;yes
9498;43.0;blue-collar - Covilhã;married;basic.9y;no;yes;no;cellular;jun;tue;395.0;1;999;0;nonexistent;yes
9499;;admin. - Gandra;single;high.school;no;yes;no;cellular;jun;tue;145.0;1;999;0;nonexistent;yes
9500;27.0;student - Trofa;single;basic.9y;no;yes;yes;cellular;jun;tue;107.0;1;999;0;nonexistent;yes
9501;58.0;retired - Valpaços;divorced;high.school;no;yes;no;cellular;jun;tue;;1;999;0;nonexistent;yes
9502;32.0;admin. - Vila Franca de Xira;single;high.school;no;yes;no;cellular;jun;tue;350.0;1;999;0;nonexistent;yes
9503;31.0;;single;university.degree;no;yes;no;cellular;jun;tue;;2;13;1;success;yes
9504;46.0;unemployed - Almada;married;basic.9y;no;no;no;cellular;jun;tue;294.0;1;999;0;nonexistent;yes
9505;33.0;admin. - Mealhada;married;university.degree;no;yes;no;cellular;jun;tue;690.0;1;999;0;nonexistent;yes
9506;32.0;admin. - Portalegre;married;university.degree;no;yes;yes;cellular;jun;tue;384.0;1;999;0;nonexistent;yes
9507;32.0;admin. - Oliveira do Bairro;married;university.degree;no;no;no;cellular;jun;tue;596.0;1;999;0;nonexistent;yes
9508;37.0;technician - Loulé;single;university.degree;no;no;no;cellular;jun;tue;654.0;1;999;1;failure;yes
9509;41.0;entrepreneur - Agualva-Cacém;married;high.school;no;yes;no;cellular;jun;tue;169.0;1;999;0;nonexistent;yes
9510;34.0;technician - Paredes;married;university.degree;no;yes;no;cellular;jun;tue;195.0;1;999;0;nonexistent;yes
9511;31.0;blue-collar - Lagoa;;basic.9y;no;yes;yes;cellular;jun;tue;103.0;1;3;2;success;yes
9512;32.0;technician - Fafe;;high.school;no;no;no;cellular;jun;tue;;1;999;1;failure;yes
9513;25.0;admin. - Leiria;single;university.degree;no;no;no;cellular;jun;tue;417.0;1;999;0;nonexistent;yes
9514;41.0;technician - Covilhã;married;professional.course;no;no;no;cellular;jun;tue;160.0;2;999;0;nonexistent;yes
9515;41.0;technician - Trofa;single;university.degree;no;no;no;telephone;jun;tue;270.0;1;999;0;nonexistent;yes
9516;46.0;unemployed - Gouveia;married;basic.9y;no;no;no;cellular;jun;tue;200.0;2;999;1;failure;yes
9517;26.0;admin. - Agualva-Cacém;single;university.degree;no;unknown;unknown;cellular;jun;tue;;2;3;1;success;yes
9518;32.0;admin. - Gondomar;married;university.degree;no;yes;yes;cellular;jun;tue;;1;999;0;nonexistent;yes
9519;32.0;admin. - Lamego;married;university.degree;no;yes;no;cellular;jun;tue;712.0;1;3;2;failure;yes
9520;;admin. - Tondela;married;university.degree;no;no;no;cellular;jun;tue;74.0;1;4;1;success;yes
9521;41.0;technician - Vila Franca de Xira;married;professional.course;no;unknown;unknown;cellular;jun;tue;318.0;1;4;3;success;yes
9522;28.0;;single;high.school;no;yes;no;cellular;jun;tue;359.0;1;999;2;failure;yes
9523;59.0;admin. - Santana;married;unknown;no;no;no;cellular;jun;tue;245.0;1;999;0;nonexistent;yes
9524;33.0;admin. - Gondomar;single;university.degree;no;yes;no;cellular;jun;tue;251.0;1;999;0;nonexistent;yes
9525;24.0;;single;university.degree;no;no;no;cellular;jun;tue;;1;3;2;success;yes
9526;24.0;unknown - Tondela;single;university.degree;no;yes;yes;cellular;jun;tue;134.0;1;999;0;nonexistent;yes
9527;24.0;unknown - Valongo;single;university.degree;no;yes;no;cellular;jun;tue;;1;999;0;nonexistent;yes
9528;24.0;unknown - Valpaços;single;university.degree;no;no;no;cellular;jun;tue;263.0;1;999;1;failure;yes
9529;46.0;unemployed - Torres Vedras;married;basic.9y;no;yes;yes;cellular;jun;tue;;4;999;1;failure;yes
9530;23.0;student - Serpa;single;high.school;no;no;no;cellular;jun;tue;310.0;1;999;0;nonexistent;yes
9531;30.0;admin. - Alfena;single;university.degree;no;no;no;cellular;jun;tue;;2;999;0;nonexistent;yes
9532;44.0;admin. - Peso da Régua;single;university.degree;no;no;no;cellular;jun;tue;924.0;2;4;1;success;yes
9533;28.0;technician - Odivelas;single;professional.course;no;yes;no;cellular;jun;tue;318.0;1;999;0;nonexistent;yes
9534;40.0;admin. - Vila Nova de Santo André;;university.degree;no;yes;no;cellular;jun;tue;192.0;1;999;0;nonexistent;yes
9535;47.0;management - Gafanha da Nazaré;married;basic.9y;no;yes;no;cellular;jun;tue;181.0;3;999;1;failure;yes
9536;30.0;admin. - Costa da Caparica;married;university.degree;no;no;no;cellular;jun;tue;250.0;2;999;0;nonexistent;yes
9537;53.0;services - Águeda;married;unknown;no;yes;no;cellular;jun;tue;501.0;3;999;0;nonexistent;yes
9538;46.0;unemployed - Câmara de Lobos;married;basic.9y;no;yes;no;cellular;jun;tue;236.0;2;999;0;nonexistent;yes
9539;25.0;blue-collar - Covilhã;single;professional.course;no;yes;no;cellular;jun;tue;;2;3;1;success;yes
9540;31.0;management - Lagoa;married;university.degree;no;yes;no;cellular;jun;tue;305.0;1;999;0;nonexistent;yes
9541;31.0;technician - Covilhã;single;professional.course;no;no;no;cellular;jun;tue;163.0;1;999;1;failure;yes
9542;33.0;admin. - Fátima;single;university.degree;no;no;no;cellular;jun;tue;541.0;3;999;0;nonexistent;yes
9543;28.0;technician - Ermesinde;single;professional.course;no;yes;no;cellular;jun;wed;209.0;2;999;0;nonexistent;yes
9544;43.0;admin. - Lagoa;married;university.degree;no;yes;no;cellular;jun;wed;;2;3;1;success;yes
9545;;admin. - Agualva-Cacém;married;;no;no;no;telephone;jun;wed;206.0;4;999;0;nonexistent;yes
9546;40.0;blue-collar - Mêda;divorced;professional.course;no;no;no;cellular;jun;wed;115.0;2;3;1;success;yes
9547;24.0;blue-collar - Oliveira do Bairro;single;basic.9y;no;yes;no;cellular;jun;wed;406.0;2;999;0;nonexistent;yes
9548;30.0;admin. - Trancoso;single;university.degree;no;yes;no;cellular;jun;wed;;2;999;0;nonexistent;yes
9549;31.0;services - Vila Nova de Famalicão;married;high.school;no;no;no;cellular;jun;wed;592.0;4;999;0;nonexistent;yes
9550;59.0;retired - Loures;married;professional.course;no;yes;no;telephone;jun;wed;437.0;1;999;0;nonexistent;yes
9551;33.0;admin. - Oliveira do Bairro;single;university.degree;no;yes;no;cellular;jun;wed;313.0;2;999;0;nonexistent;yes
9552;53.0;technician - Vila Baleira (a.k.a. Porto Santo);divorced;university.degree;no;no;no;cellular;jun;wed;705.0;1;999;1;failure;yes
9553;28.0;admin. - Funchal;single;high.school;no;no;no;cellular;jun;wed;198.0;1;999;0;nonexistent;yes
9554;40.0;blue-collar - Odivelas;divorced;professional.course;no;no;no;cellular;jun;wed;210.0;2;999;0;nonexistent;yes
9555;40.0;management - Caniço;divorced;university.degree;no;yes;no;cellular;jun;wed;117.0;1;999;0;nonexistent;yes
9556;58.0;blue-collar - Ribeira Grande;married;basic.4y;no;yes;no;cellular;jun;wed;;1;999;0;nonexistent;yes
9557;37.0;self-employed - Horta;married;professional.course;no;no;no;cellular;jun;wed;321.0;1;999;0;nonexistent;yes
9558;28.0;student - Maia;single;high.school;no;yes;no;cellular;jun;wed;296.0;4;999;0;nonexistent;yes
9559;20.0;student - Covilhã;single;unknown;no;yes;no;cellular;jun;wed;213.0;1;999;0;nonexistent;yes
9560;28.0;technician - Esmoriz;single;professional.course;no;no;no;cellular;jun;wed;411.0;1;999;0;nonexistent;yes
9561;28.0;admin. - Lourosa;single;university.degree;no;yes;no;cellular;jun;wed;593.0;1;999;0;nonexistent;yes
9562;34.0;technician - Loures;married;professional.course;no;yes;no;cellular;jun;wed;302.0;1;999;0;nonexistent;yes
9563;29.0;technician - Anadia;single;university.degree;no;yes;no;cellular;jun;wed;165.0;1;999;0;nonexistent;yes
9564;59.0;blue-collar - Cantanhede;married;basic.4y;unknown;no;no;cellular;jun;wed;340.0;1;999;1;failure;yes
9565;31.0;services - Funchal;;high.school;no;yes;no;cellular;jun;wed;591.0;2;999;0;nonexistent;yes
9566;28.0;services - Silves;single;basic.6y;no;no;no;cellular;jun;wed;385.0;2;4;1;success;yes
9567;29.0;admin. - Paredes;single;university.degree;no;no;no;cellular;jun;wed;174.0;1;999;0;nonexistent;yes
9568;;admin. - Vila Baleira (a.k.a. Porto Santo);divorced;university.degree;no;yes;no;cellular;jun;wed;;3;999;0;nonexistent;yes
9569;29.0;admin. - Oliveira do Hospital;single;university.degree;no;yes;no;cellular;jun;wed;170.0;1;999;0;nonexistent;yes
9570;38.0;technician - Barreiro;married;university.degree;no;no;no;cellular;jun;wed;539.0;1;999;0;nonexistent;yes
9571;48.0;admin. - Vendas Novas;married;;no;yes;no;cellular;jun;wed;447.0;2;4;1;success;yes
9572;30.0;admin. - Elvas;;university.degree;no;yes;no;cellular;jun;wed;214.0;3;999;0;nonexistent;yes
9573;36.0;management - Tondela;single;university.degree;no;yes;no;cellular;jun;wed;300.0;2;3;1;success;yes
9574;29.0;;married;high.school;no;no;no;cellular;jun;wed;200.0;1;999;0;nonexistent;yes
9575;42.0;self-employed - Odivelas;married;university.degree;no;yes;no;cellular;jun;wed;436.0;1;3;1;success;yes
9576;50.0;admin. - Vendas Novas;single;basic.9y;no;unknown;unknown;cellular;jun;wed;;1;999;1;failure;yes
9577;23.0;student - Queluz;single;high.school;no;no;no;cellular;jun;wed;;2;999;0;nonexistent;yes
9578;29.0;services - Torres Vedras;single;high.school;no;yes;yes;cellular;jun;wed;431.0;2;999;2;failure;yes
9579;40.0;entrepreneur - Évora;married;basic.6y;no;no;no;cellular;jun;wed;837.0;1;999;0;nonexistent;yes
9580;29.0;services - Covilhã;single;high.school;no;no;no;cellular;jun;wed;;2;3;1;success;yes
9581;69.0;entrepreneur - Entroncamento;married;high.school;no;no;no;cellular;jun;wed;144.0;2;999;0;nonexistent;yes
9582;30.0;admin. - Valongo;single;university.degree;no;yes;no;cellular;jun;wed;617.0;2;999;0;nonexistent;yes
9583;69.0;entrepreneur - Marinha Grande;married;high.school;no;no;no;cellular;jun;wed;;2;999;0;nonexistent;yes
9584;61.0;admin. - Vila Real;married;university.degree;unknown;yes;no;cellular;jun;wed;1076.0;2;999;0;nonexistent;yes
9585;52.0;admin. - Rebordosa;married;university.degree;no;yes;yes;cellular;jun;wed;247.0;2;999;0;nonexistent;yes
9586;33.0;;divorced;university.degree;no;yes;no;cellular;jun;wed;187.0;1;999;0;nonexistent;yes
9587;35.0;admin. - Odivelas;married;university.degree;no;no;no;cellular;jun;thu;510.0;3;999;0;nonexistent;yes
9588;53.0;blue-collar - Anadia;married;basic.6y;no;yes;no;cellular;jun;thu;328.0;2;3;1;success;yes
9589;51.0;unemployed - Agualva-Cacém;married;basic.6y;no;yes;no;cellular;jun;thu;;2;999;0;nonexistent;yes
9590;;unemployed - São Mamede de Infesta;married;basic.6y;no;no;no;cellular;jun;thu;280.0;2;999;1;failure;yes
9591;45.0;admin. - Valongo;single;university.degree;no;yes;no;cellular;jun;thu;207.0;1;999;0;nonexistent;yes
9592;29.0;admin. - Vila Baleira (a.k.a. Porto Santo);single;;no;yes;yes;cellular;jun;thu;449.0;1;999;0;nonexistent;yes
9593;26.0;admin. - Póvoa de Santa Iria;single;university.degree;no;no;yes;cellular;jun;thu;224.0;1;999;0;nonexistent;yes
9594;;student - Vila Franca de Xira;single;high.school;no;no;no;cellular;jun;thu;400.0;1;999;0;nonexistent;yes
9595;25.0;services - Esposende;single;high.school;no;yes;no;cellular;jun;thu;217.0;1;999;0;nonexistent;yes
9596;42.0;admin. - Elvas;married;university.degree;no;no;no;cellular;jun;thu;160.0;1;999;0;nonexistent;yes
9597;24.0;admin. - Valpaços;single;;no;no;no;cellular;jun;thu;;2;999;1;failure;yes
9598;21.0;services - Ermesinde;single;professional.course;no;yes;yes;cellular;jun;thu;787.0;1;999;0;nonexistent;yes
9599;30.0;admin. - Fundão;single;university.degree;no;no;no;cellular;jun;thu;;1;999;0;nonexistent;yes
9600;50.0;technician - Caniço;single;professional.course;no;yes;yes;cellular;jun;thu;160.0;1;999;1;failure;yes
9601;25.0;services - Ílhavo;single;high.school;no;yes;no;cellular;jun;thu;239.0;2;3;1;success;yes
9602;36.0;management - Gondomar;;university.degree;no;yes;no;cellular;jun;thu;;1;999;1;failure;yes
9603;36.0;management - Oliveira do Bairro;married;university.degree;no;no;no;cellular;jun;thu;194.0;1;999;0;nonexistent;yes
9604;30.0;admin. - Gouveia;married;university.degree;no;yes;no;cellular;jun;thu;96.0;2;4;1;success;yes
9605;25.0;student - Esmoriz;single;university.degree;no;no;yes;cellular;jun;thu;136.0;1;999;0;nonexistent;yes
9606;31.0;admin. - Serpa;married;university.degree;no;no;no;cellular;jun;thu;81.0;2;999;1;failure;yes
9607;35.0;self-employed - Fátima;married;university.degree;no;yes;no;cellular;jun;thu;269.0;1;999;0;nonexistent;yes
9608;32.0;admin. - Póvoa de Varzim;married;university.degree;no;no;yes;cellular;jun;thu;327.0;3;3;1;success;yes
9609;28.0;admin. - Setúbal;single;high.school;no;yes;yes;cellular;jun;thu;296.0;2;999;0;nonexistent;yes
9610;53.0;housemaid - Vila Franca de Xira;married;high.school;no;no;yes;cellular;jun;thu;147.0;1;999;2;failure;yes
9611;35.0;admin. - Queluz;married;university.degree;no;no;no;cellular;jun;thu;121.0;4;999;0;nonexistent;yes
9612;32.0;admin. - Fafe;single;university.degree;no;yes;no;cellular;jun;thu;89.0;2;999;0;nonexistent;yes
9613;30.0;technician - Sines;single;professional.course;no;no;no;cellular;jun;thu;;1;999;0;nonexistent;yes
9614;28.0;management - Portimão;single;university.degree;no;yes;no;cellular;jun;thu;1161.0;1;4;1;success;yes
9615;30.0;admin. - Vila Nova de Famalicão;single;professional.course;no;unknown;unknown;cellular;jun;thu;246.0;1;7;1;success;yes
9616;25.0;services - Moura;;high.school;no;yes;yes;cellular;jun;thu;437.0;2;999;0;nonexistent;yes
9617;53.0;blue-collar - Loures;married;basic.9y;no;no;yes;cellular;jun;thu;;2;999;0;nonexistent;yes
9618;24.0;student - Albufeira;single;high.school;no;unknown;unknown;cellular;jun;thu;;3;999;2;failure;yes
9619;53.0;blue-collar - Vila Real de Santo António;married;basic.6y;no;no;no;cellular;jun;thu;592.0;3;999;1;failure;yes
9620;22.0;student - Portalegre;single;high.school;no;no;yes;telephone;jun;thu;166.0;2;999;0;nonexistent;yes
9621;52.0;blue-collar - Esposende;single;basic.9y;no;no;no;cellular;jun;fri;174.0;2;3;1;success;yes
9622;29.0;technician - Gafanha da Nazaré;married;high.school;no;no;no;cellular;jun;fri;397.0;1;999;0;nonexistent;yes
9623;46.0;housemaid - Estremoz;single;university.degree;no;yes;yes;cellular;jun;fri;324.0;1;3;1;success;yes
9624;30.0;admin. - Estremoz;single;university.degree;no;no;no;cellular;jun;fri;275.0;1;999;0;nonexistent;yes
9625;30.0;;single;university.degree;no;no;yes;cellular;jun;fri;199.0;1;3;1;success;yes
9626;32.0;admin. - Esmoriz;single;university.degree;no;no;no;cellular;jun;fri;255.0;1;999;0;nonexistent;yes
9627;28.0;admin. - Fundão;single;university.degree;no;yes;no;cellular;jun;fri;;1;999;0;nonexistent;yes
9628;32.0;admin. - Águeda;single;university.degree;no;no;no;cellular;jun;fri;462.0;1;999;0;nonexistent;yes
9629;24.0;admin. - Agualva-Cacém;single;university.degree;no;no;no;cellular;jun;fri;255.0;2;999;0;nonexistent;yes
9630;51.0;technician - Sines;married;basic.9y;no;no;no;telephone;jun;fri;;1;999;0;nonexistent;yes
9631;28.0;technician - Valongo;single;professional.course;no;yes;yes;cellular;jun;fri;149.0;1;3;1;success;yes
9632;25.0;student - Tarouca;married;university.degree;no;no;no;cellular;jun;fri;191.0;1;999;0;nonexistent;yes
9633;59.0;admin. - Covilhã;married;university.degree;unknown;yes;no;cellular;jun;fri;1543.0;1;999;0;nonexistent;yes
9634;31.0;self-employed - Vila Franca de Xira;married;university.degree;no;yes;no;cellular;jun;fri;207.0;1;999;0;nonexistent;yes
9635;21.0;student - Tondela;;university.degree;no;no;no;cellular;jun;fri;493.0;2;999;0;nonexistent;yes
9636;51.0;technician - Lixa;single;university.degree;no;yes;no;cellular;jun;fri;509.0;1;999;0;nonexistent;yes
9637;51.0;technician - Esmoriz;single;university.degree;no;no;no;cellular;jun;fri;657.0;1;999;0;nonexistent;yes
9638;29.0;technician - Tondela;married;high.school;no;yes;no;cellular;jun;fri;;3;999;0;nonexistent;yes
9639;51.0;admin. - Portimão;single;university.degree;no;no;no;cellular;jun;fri;159.0;2;999;0;nonexistent;yes
9640;31.0;technician - Loulé;married;;no;yes;no;cellular;jun;fri;;2;999;0;nonexistent;yes
9641;48.0;admin. - Agualva-Cacém;married;university.degree;no;yes;no;telephone;jun;fri;;3;999;0;nonexistent;yes
9642;30.0;admin. - Oliveira de Azeméis;married;unknown;no;yes;no;cellular;jun;fri;207.0;2;4;1;success;yes
9643;28.0;student - Gafanha da Nazaré;single;high.school;no;yes;no;cellular;jun;fri;;3;999;0;nonexistent;yes
9644;;technician - Freamunde;single;basic.9y;no;yes;no;cellular;jun;fri;103.0;2;999;0;nonexistent;yes
9645;35.0;technician - Lamego;;professional.course;no;yes;no;telephone;jun;fri;;1;999;0;nonexistent;yes
9646;20.0;student - Câmara de Lobos;single;high.school;no;yes;no;cellular;jun;fri;201.0;2;999;0;nonexistent;yes
9647;30.0;technician - Pinhel;single;university.degree;no;yes;no;cellular;jun;fri;166.0;2;999;0;nonexistent;yes
9648;34.0;admin. - Peso da Régua;single;high.school;no;no;no;cellular;jun;fri;;2;999;0;nonexistent;yes
9649;45.0;admin. - Águeda;married;unknown;no;no;no;cellular;jun;fri;;2;999;0;nonexistent;yes
9650;53.0;admin. - Ribeira Grande;single;;no;yes;no;cellular;jun;fri;304.0;2;3;1;success;yes
9651;36.0;technician - Lixa;single;professional.course;no;no;no;cellular;jun;fri;;2;999;0;nonexistent;yes
9652;36.0;technician - Portimão;single;professional.course;no;yes;no;cellular;jun;fri;;2;3;1;success;yes
9653;30.0;management - Caldas da Rainha;single;university.degree;no;no;yes;cellular;jun;fri;;7;999;0;nonexistent;yes
9654;29.0;technician - Queluz;married;high.school;no;no;no;cellular;jun;fri;;2;999;0;nonexistent;yes
9655;32.0;management - Amarante;single;university.degree;no;no;no;cellular;jun;mon;257.0;2;3;1;success;yes
9656;27.0;;single;high.school;no;yes;no;cellular;jun;mon;148.0;2;4;1;success;yes
9657;53.0;retired - Rio Tinto;single;basic.4y;no;yes;no;cellular;jun;mon;107.0;3;999;0;nonexistent;yes
9658;27.0;admin. - Funchal;single;university.degree;no;no;no;cellular;jun;mon;138.0;3;999;0;nonexistent;yes
9659;43.0;blue-collar - Fátima;;basic.6y;no;yes;no;cellular;jun;mon;458.0;6;999;0;nonexistent;yes
9660;25.0;student - Setúbal;single;unknown;no;no;no;cellular;jun;mon;301.0;3;999;0;nonexistent;yes
9661;47.0;admin. - Agualva-Cacém;single;university.degree;no;yes;no;cellular;jun;mon;243.0;4;999;0;nonexistent;yes
9662;36.0;management - Tondela;married;university.degree;no;no;no;cellular;jun;mon;200.0;4;999;0;nonexistent;yes
9663;43.0;blue-collar - Gandra;married;basic.6y;no;yes;no;cellular;jun;mon;;4;999;1;failure;yes
9664;44.0;self-employed - Mealhada;married;university.degree;no;no;no;cellular;jun;tue;234.0;2;3;1;success;yes
9665;49.0;services - Peso da Régua;married;high.school;no;no;no;cellular;jun;tue;239.0;4;999;0;nonexistent;yes
9666;29.0;admin. - Ermesinde;single;university.degree;no;no;no;cellular;jun;tue;160.0;2;999;0;nonexistent;yes
9667;38.0;technician - Funchal;married;professional.course;no;yes;no;cellular;jun;tue;993.0;4;3;1;success;yes
9668;25.0;unemployed - Esmoriz;married;university.degree;no;no;no;cellular;jun;tue;529.0;2;999;0;nonexistent;yes
9669;32.0;entrepreneur - Esmoriz;married;basic.4y;no;yes;no;cellular;jun;tue;183.0;2;999;1;failure;yes
9670;25.0;admin. - Moura;single;unknown;no;no;no;telephone;jun;tue;221.0;7;999;0;nonexistent;yes
9671;54.0;blue-collar - Valpaços;married;basic.9y;no;no;no;cellular;jun;fri;258.0;2;999;0;nonexistent;yes
9672;54.0;blue-collar - Viseu;married;basic.9y;no;yes;no;cellular;jun;fri;239.0;2;3;1;success;yes
9673;55.0;retired - Queluz;married;high.school;no;yes;yes;cellular;jun;fri;186.0;2;999;0;nonexistent;yes
9674;22.0;self-employed - Faro;single;university.degree;no;yes;yes;cellular;jun;fri;126.0;6;999;0;nonexistent;yes
9675;22.0;technician - Lixa;single;university.degree;no;yes;no;cellular;jun;fri;163.0;4;999;1;failure;yes
9676;50.0;admin. - Freamunde;married;university.degree;no;yes;no;cellular;jun;fri;95.0;7;999;1;failure;yes
9677;33.0;unemployed - Beja;married;university.degree;no;yes;no;cellular;jun;mon;579.0;3;999;0;nonexistent;yes
9678;28.0;admin. - Fátima;single;high.school;no;no;no;cellular;jun;mon;491.0;2;999;0;nonexistent;yes
9679;32.0;technician - Mirandela;divorced;university.degree;no;yes;no;cellular;jun;mon;532.0;2;999;0;nonexistent;yes
9680;;technician - Funchal;single;unknown;no;no;no;cellular;jun;mon;441.0;1;999;0;nonexistent;yes
9681;44.0;services - Vila Nova de Famalicão;married;unknown;no;no;yes;cellular;jun;mon;151.0;1;999;0;nonexistent;yes
9682;41.0;admin. - Câmara de Lobos;;university.degree;no;yes;no;cellular;jun;mon;95.0;1;999;0;nonexistent;yes
9683;35.0;entrepreneur - Leiria;divorced;university.degree;no;yes;no;telephone;jun;mon;351.0;6;999;0;nonexistent;yes
9684;46.0;admin. - Queluz;divorced;high.school;no;yes;no;cellular;jun;mon;372.0;1;999;0;nonexistent;yes
9685;30.0;admin. - Entroncamento;married;university.degree;no;yes;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9686;36.0;self-employed - Águeda;single;university.degree;no;no;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9687;29.0;;single;high.school;no;yes;no;cellular;jun;mon;;1;3;1;success;yes
9688;31.0;blue-collar - Agualva-Cacém;married;university.degree;no;yes;no;cellular;jun;mon;382.0;2;999;0;nonexistent;yes
9689;;retired - Lamego;;basic.4y;no;yes;no;cellular;jun;mon;257.0;1;999;0;nonexistent;yes
9690;57.0;management - Vila Nova de Foz Côa;married;unknown;no;no;no;cellular;jun;mon;112.0;1;999;0;nonexistent;yes
9691;30.0;services - Queluz;single;high.school;no;yes;no;cellular;jun;mon;;2;999;0;nonexistent;yes
9692;57.0;;married;basic.4y;no;yes;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9693;57.0;unemployed - Tondela;;basic.4y;no;no;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9694;24.0;student - Santa Comba Dão;single;unknown;no;yes;no;cellular;jun;mon;;1;999;0;nonexistent;yes
9695;24.0;;single;unknown;no;no;yes;cellular;jun;mon;188.0;1;999;0;nonexistent;yes
9696;29.0;admin. - Fátima;married;high.school;no;no;no;cellular;jun;mon;155.0;1;999;1;failure;yes
9697;52.0;self-employed - Mirandela;married;university.degree;no;yes;no;cellular;jun;mon;322.0;1;3;1;success;yes
9698;29.0;admin. - Almada;single;high.school;no;yes;yes;cellular;jun;mon;89.0;2;999;0;nonexistent;yes
9699;21.0;admin. - Gafanha da Nazaré;single;high.school;no;no;no;cellular;jun;mon;173.0;1;999;0;nonexistent;yes
9700;37.0;technician - Vila do Conde;married;professional.course;no;no;no;cellular;jun;mon;129.0;1;999;0;nonexistent;yes
9701;35.0;management - Rio Tinto;married;university.degree;no;no;no;cellular;jun;tue;;2;999;0;nonexistent;yes
9702;53.0;housemaid - Torres Novas;married;basic.4y;no;no;yes;cellular;jun;tue;263.0;2;999;0;nonexistent;yes
9703;53.0;housemaid - Águeda;married;basic.4y;no;yes;no;cellular;jun;tue;245.0;2;999;0;nonexistent;yes
9704;;unemployed - Elvas;single;basic.4y;no;no;no;cellular;jun;tue;355.0;1;999;0;nonexistent;yes
9705;55.0;management - Esposende;married;university.degree;no;yes;no;cellular;jun;tue;114.0;3;999;0;nonexistent;yes
